16;1.00;.80;.66;.56;.48;.43;.38;.34;.31;.29;.27;.25;.23;.22;.20;.19;.18;.17;.17;.16;.15;.15;.14;.13;.13;.12;.12;.12;.11;.11;.11;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04;.04;.04;.04
17;1.00;.80;.66;.56;.48;.43;.38;.35;.32;.29;.27;.25;.23;.22;.21;.19;.18;.18;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04;.04;.04
18;1.00;.80;.66;.56;.49;.43;.38;.35;.32;.29;.27;.25;.23;.22;.21;.20;.19;.18;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04;.04;.04
19;1.00;.80;.66;.56;.49;.43;.38;.35;.32;.29;.27;.25;.23;.22;.21;.20;.19;.18;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04;.04
20;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.29;.27;.25;.24;.22;.21;.20;.19;.18;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.12;.11;.11;.11;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04;.04
21;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.29;.27;.25;.24;.22;.21;.20;.19;.18;.17;.16;.16;.15;.14;.14;.13;.13;.12;.12;.12;.11;.11;.11;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04
22;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.29;.27;.25;.24;.22;.21;.20;.19;.18;.17;.16;.16;.15;.14;.14;.13;.13;.12;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04
23;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.29;.27;.25;.24;.22;.21;.20;.19;.18;.17;.16;.16;.15;.14;.14;.13;.13;.12;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04;.04
24;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.27;.25;.24;.22;.21;.20;.19;.18;.17;.16;.16;.15;.14;.14;.13;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04
25;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.27;.25;.24;.22;.21;.20;.19;.18;.17;.16;.16;.15;.14;.14;.13;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04
26;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.27;.26;.24;.22;.21;.20;.19;.18;.17;.16;.16;.15;.15;.14;.13;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04
27;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.27;.26;.24;.22;.21;.20;.19;.18;.17;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04;.04
28;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.28;.26;.24;.23;.21;.20;.19;.18;.17;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04
29;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.28;.26;.24;.23;.21;.20;.19;.18;.17;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.10;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04
30;1.00;.80;.66;.56;.49;.43;.39;.35;.32;.30;.28;.26;.24;.23;.21;.20;.19;.18;.17;.17;.16;.15;.15;.14;.14;.13;.13;.12;.12;.11;.11;.11;.11;.10;.10;.10;.09;.09;.09;.09;.09;.08;.08;.08;.08;.08;.08;.07;.07;.07;.07;.07;.07;.07;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.06;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.05;.04
